,문장,활동,숙소,맛집,날씨,카페,인사,관광지추천,소개
2289,저기요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1421,해변가 보이는 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1260,지금 영업중인 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1550,도넛 파는 카페가 알려줄 수 있니.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2381,하이 나 제주도 여행 간다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
712,제주 혼자 머무를 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
645,중문 60만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3284,100일에 가기 좋은 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1767,주변 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2794,제주도 역사 읊어봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1782,차를 파는 카페 알려줄 수 있니.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
615,수영장이 있는 중문 호텔 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
670,제주 모텔 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2991,제주도에 있는 대학교 읊어봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2351,이거 제주도 관광 챗봇 맞아요?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2457,아 제주항공 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
900,이영자가 추천한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2104,챗봇아 안녕,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
985,흑돼지 구이 맛집 말해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2368,나 제주도 여행 가,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1785,차를 파는 카페 있어?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1534,강아지 메뉴가 준비된 카페 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
206,서귀포시 놀 것 말해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2594,어 서귀포시의 읍과 면을 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,제주도 실외활동 알려줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,어 서귀포시 재미있는거 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,안녕하세요 저 제주도 여행갑니다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1226,방송에 나온 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2820,제주도에서 일어난 사건 알려줘봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
173,제주도 활동 중에 안힘든거 뭐있어,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2150,하이 정보 좀 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3293,펜션 근처 관광지 추천해주라,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1193,아 가까운 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
859,후기가 좋은 제주도 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,커피가 다양한 카페 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2053,비자림 주변에 카페가 어 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
443,제주 루프탑 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,강아지랑 같이 갈 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
807,제주도 특별한 날에 갈 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,1만원대 카페 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1015,어 제주도에 있는 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1517,5만원대 카페 알려줄 수 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2402,안녕하세요 저 제주도 여행 가요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1147,분위기 있는 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
493,중문 당일예약가능한 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,가까운 카페는 어디에 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3337,모텔 근처 관광지 추천 부탁드려요,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1001,해물짬뽕 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2699,음 삼무도의 의미 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1986,맛좋은 카페 음 추천해주세요,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1555,도넛 파는 카페가 추천해주십쇼.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1668,서귀포시 카페 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
972,보름왓 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1308,야 이색 메뉴 있는 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
332,음 서귀포시 6시에 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225,야 요즘 뜨는 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1210,직원이 친절한 맛집 부탁하겠구먼,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
441,제주 민박추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2174,하이루 챗봇,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1852,마들렌 파는 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
689,제주 예쁜 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
763,서귀포에서 잘 곳 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,빙수 파는 카페가 있어?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2819,제주도에서 일어난 사건 소개해봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2925,제주도 산,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2954,그 제주도 섬 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2626,있잖아 제주도 출신 연예인 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1297,아 월요일에도 영업하는 맛집 알려줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
16,제주도 야외활동 추천해봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,안녕 여행 정보를 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2656,제주도 인구수 소개해주세요,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
640,제주도 50만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2173,하이루,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2647,현 제주도지사 몇번째인지 소개해주세요,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1165,있잖아 아늑한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3207,후기가 좋은 관광지 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2535,제주도 유명 사찰 소개해줘이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2363,제주도 관광 알려주세요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1647,서귀포 카페 알려주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1186,가까운 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3198,관광 버스가 있는 관광지 추천해주라,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1533,강아지 메뉴가 준비된 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
614,수영장이 있는 서귀포 호텔 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2349,야 챗봇아 여행 정보를 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2934,어 제주도 산 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2385,야 나 제주도 여행 간다,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
421,호캉스 하기좋은 숙소추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3313,호텔 근처 관광지 추천 해주십시오,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2157,하잉 제주도 챗봇,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
917,20년 이상된 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
585,공항근처 제주도 숙소 추천,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2833,판포포구가 왜 유명한지 알려줘봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2979,어 제주도 행정구역 시 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3074,제주시 관광지 추천해주세요,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,있잖아 제주도 만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,제주도 근처 활동 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,마들렌 파는 카페 알려줄 수 있니.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
718,제주 20만원대 숙소 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
997,맛있는 횟집은 부탁혀?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1723,저렴한 카페 알려줄 수 있니.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2434,제주행 비행기 예약했어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2511,돌고래를 볼 수 있는 곳을 소개해줘이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1607,분위기 멋진 카페 알려줄 수 있니.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,제주도 놀 것 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,음 홀이 깨끗한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
639,중문 40만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
375,음 서귀포시 후기좋은 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1766,주변 카페 추천해주십쇼.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2775,제주도 가는 방법 좀 소개,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2785,있잖아 제주도 가는 방법 좀 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3191,정류장이 있는 관광지 추천 해줄래?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2774,제주도 가는 방법 좀,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
745,제주 80만원대 숙소 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2281,안녕 챗봇아 제주도 정보 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2982,야 챗봇 제주도 행정구역 시 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
642,중문 50만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,음 제주도 동쪽에 맛있는 식당 알려줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
189,제주도 근처 활동,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3097,주차가 편리한 관광지 추천 부탁해,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2367,제주도 여행 알려주세요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2425,안녕 나 좀 도와줄 수 있어?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3269,기념일에 가기 좋은 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
11,그 제주도 놀 것 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,서귀포시 근처 활동 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,챗봇 서귀포시 9시에 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2826,챗봇 제주도에서 일어난 사건 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1744,제주도에서 인기 많은 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
200,있잖아 제주도 근처 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318,저기 챗봇아 제주도 정보 좀 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2800,야 챗봇 제주도 역사 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
128,제주도 6시에 활동 알려줘봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,베이커리 카페 알려주세요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
447,제주 럭셔리호텔은 어디야?,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2284,안녕 챗봇아 정보 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2236,반가워요 정보 좀 얻고 싶어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2579,제주시의 읍과 면을 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,아 제주도 2만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,제주 원조 고기국수집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2182,하이루 제주도 정보 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1520,5만원대 카페 있나?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1058,음 보름왓 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1401,찐 제주도 맛집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,제주도 기념일에 할만한 활동 알려줘봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424,안녕 나 도와줄 수 있어?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2741,제주도에 사는 셀럽 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115,제주도 3시에 활동 뭐있지,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,케이크를 파는 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1513,2만원대 카페 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1561,드립커피 파는 카페 있어?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2231,반가워요 제주도 정보 좀 얻고 싶어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3253,반응이 좋은 관광지 추천 해줄래?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1459,별점 높은 카페 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1205,야 예약 가능한 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
406,친구들이랑 가기좋은 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3244,가 좋은 관광지 추천 해줄래?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1438,빙수 파는 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1751,제주시 동부 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1027,있잖아 서쪽 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3179,이 있는 관광지 추천해주세요,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2839,챗봇 판포포구가 왜 유명한지 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2240,반가워요 여행 정보를 좀 얻고 싶어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1922,케이크 파는 카페가 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1382,제주도 동쪽에 맛있는 식당 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2611,제주도에 사는 연예인 소개해줘이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2059,스터디 카페 근데 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1664,서귀포시 카페 알려줄 수 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3249,반응이 좋은 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2598,제주도 오름을 소개 부탁합니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2552,서귀포시 쪽 시장 소개 부탁합니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
325,서귀포시 6시에 활동 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,서부권 맛집 말해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1837,드립커피 파는 카페는 어디에 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3342,숙소 근처 관광지 추천해주라,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1094,아 제주 원조 고기국수집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2114,안뇽 제주도 정보 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2198,ㅎㅇ 제주도 정보 줘,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1292,월요일에도 영업하는 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
852,제주공항근처 저렴한 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1941,근데 커피가 다양한 카페 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1102,음 생선조림구이 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
778,서귀포 호텔 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,음 현지인 맛집 추천좀 부탁해,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1129,십만원 이하 맛집 부탁한데이,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3052,서부 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2872,제주도에서 낚시하는 곳 알려줘봐,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2801,챗봇 제주도 역사 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2347,야 챗봇아 정보 좀 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3301,동문 시장 근처 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
140,제주도 9시에 활동 말해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,예약 가능한 카페 흠 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2965,아 제주도 기념품 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
448,제주 10만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,야 배달 포장 가능한 맛집 추천 해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
389,서귀포시 활동 중에 안피곤한거 추천,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1231,음 방송에 나온 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2597,야 서귀포시의 읍과 면을 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
820,서귀포 애인과 갈 숙소 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2448,정보 얻으러 왔어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
697,후기가 좋은 제주 숙소 알려줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,제주도의 면적 소개해줘이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1548,공항 근처 카페 좀 있을까?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
484,제주공항근처 뷰가 좋은 숙소,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,야 십만원 이하 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1587,베이커리 카페 알려줄 수 있니.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2951,있잖아 제주도 섬 소개해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1702,어린이 메뉴가 준비된 카페 알려줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2580,제주시의 읍과 면을 소개해주세요,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2731,있잖아 제주도 2022년 국비 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2097,안녕 제주도 여행 정보를 얻고 싶어,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2672,있잖아 제주도 지형적 특징 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,야 챗봇 제주도 야외활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3231,별점이 높은 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
101,제주도 3만원대 활동 뭐있지,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,서귀포 10만원대 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,제주시 서부 카페 추천해주십쇼.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
261,야 챗봇 서귀포시 재미있는거 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,20년 이상된 맛집 추천 부탁,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
992,칼국수 맛있는 집 부탁혀,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1606,별점 높은 카페 추천해줘.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3045,1박2일에 나온 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2557,음 서귀포시 쪽 시장 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3165,버스정류장이 있는 관광지 추천해주라,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,음 제주도 놀 것 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1066,야 월정리 해변 근처 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
363,있잖아 서귀포시 근처 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3233,별점이 높은 관광지 추천해주라,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1013,야 제주 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
400,제주 호텔 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,삼다수의 수원지를 소개 부탁합니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3348,액티비티 할 수 있는 관광지 추천해줘,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2596,있잖아 서귀포시의 읍과 면을 알려줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1827,도넛 파는 카페가 있나요?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2252,반갑습니다 여행 정보를 얻고 싶어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1233,아 방송에 나온 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,있잖아 제주도 실외활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371,나 제주도로 놀러가,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2481,제주도 지역번호 말해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
864,제주 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
345,서귀포시 9시에 활동 뭐있지,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,비자림근처에 카페가 있니?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3019,뷰가 이쁜 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2375,안녕 나 제즈도 놀라가,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
385,서귀포시 활동 중에 안힘든거 알려줘봐,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3213,후기가 좋은 관광지 추천해주세요,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3222,리뷰가 좋은 관광지 추천해봐,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
787,중문 호텔 추천 부탁해.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
207,서귀포시 놀 것 알려줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,반갑습니다 제주도 정보 얻고 싶어요,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1053,음 섭지코지 근처 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2454,제주항공 검색해줘,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
520,후기가 좋은 중문 숙소 추천해줘.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,아 제주 두루치기 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2350,제주도 관광 챗봇 맞아요?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,제주도 재미있는거 뭐있어,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,서귀포시 근처 관광지 추천,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
669,제주 모텔 추천 좀,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1703,어린이 메뉴가 준비된 카페 알려줘요.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
769,제주공항근처에서 잘 곳 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
698,후기가 좋은 제주 숙소 알려주라.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2431,제주도 여행 계획 세우기 어려워,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1414,어 연인이랑 가기 좋은 맛집 추천해줘,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
293,어 서귀포시 2만원대 활동 추천해줘,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
